Date,Close
3/19/2020 16:00:00,0.06
3/20/2020 16:00:00,0.06
3/23/2020 16:00:00,0.08
3/24/2020 16:00:00,0.09
3/25/2020 16:00:00,0.08
3/26/2020 16:00:00,0.09
3/27/2020 16:00:00,0.08
3/30/2020 16:00:00,0.11
3/31/2020 16:00:00,0.11
4/1/2020 16:00:00,0.12
4/2/2020 16:00:00,0.12
4/3/2020 16:00:00,0.11
4/6/2020 16:00:00,0.11
4/7/2020 16:00:00,0.12
4/8/2020 16:00:00,0.14
4/9/2020 16:00:00,0.16
4/13/2020 16:00:00,0.16
4/14/2020 16:00:00,0.14
4/15/2020 16:00:00,0.13
4/16/2020 16:00:00,0.13
4/17/2020 16:00:00,0.13
4/20/2020 16:00:00,0.13
4/21/2020 16:00:00,0.17
4/22/2020 16:00:00,0.19
4/23/2020 16:00:00,0.19
4/24/2020 16:00:00,0.19
4/27/2020 16:00:00,0.17
4/28/2020 16:00:00,0.14
4/29/2020 16:00:00,0.15
4/30/2020 16:00:00,0.16
5/1/2020 16:00:00,0.14
5/4/2020 16:00:00,0.14
5/5/2020 16:00:00,0.14
5/6/2020 16:00:00,0.13
5/7/2020 16:00:00,0.14
5/8/2020 16:00:00,0.15
5/11/2020 16:00:00,0.14
5/12/2020 16:00:00,0.14
5/13/2020 16:00:00,0.14
5/14/2020 16:00:00,0.19
5/15/2020 16:00:00,0.16
5/19/2020 16:00:00,0.28
5/20/2020 16:00:00,0.25
5/21/2020 16:00:00,0.25
5/22/2020 16:00:00,0.33
5/25/2020 16:00:00,0.36
5/26/2020 16:00:00,0.36
5/27/2020 16:00:00,0.3
5/28/2020 16:00:00,0.31
5/29/2020 16:00:00,0.29
